date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:07:47	1816/1816	---M-Z	200	added ('OK')	application/rss+xml	etag:%2283c49fc6895bb3f223a036cb7126f5e1%22	https://bacsihoa.vn/comments/feed/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/comments/feed/index.html	(from https://bacsihoa.vn/)
09:07:47	2803/2803	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Feb%202023%2004:46:27%20GMT	https://bacsihoa.vn/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.3	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/plugins/contact-form-7/includes/css/styles76f3.css	(from https://bacsihoa.vn/)
09:07:48	145774/145774	---M-Z	200	added ('OK')	text/css	date:Tue,%2020%20Dec%202022%2013:05:58%20GMT	https://bacsihoa.vn/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.16.4	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/themes/flatsome/assets/css/flatsomeafc7.css	(from https://bacsihoa.vn/)
09:07:49	12752/12752	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2020%20Dec%202022%2013:04:28%20GMT	https://bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot?v=3.16.4	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons53cb.eot	(from https://bacsihoa.vn/)
09:07:50	12752/12752	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2020%20Dec%202022%2013:04:28%20GMT	https://bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	(from https://bacsihoa.vn/)
09:07:51	7068/7068	---M--	200	added ('OK')	font/woff2	date:Tue,%2020%20Dec%202022%2013:04:28%20GMT	https://bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff2?v=3.16.4	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons53cb.woff2	(from https://bacsihoa.vn/)
09:07:52	12584/12584	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2020%20Dec%202022%2013:04:28%20GMT	https://bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons.ttf?v=3.16.4	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons53cb.ttf	(from https://bacsihoa.vn/)
09:07:53	12660/12660	---M--	200	added ('OK')	font/woff	date:Tue,%2020%20Dec%202022%2013:04:28%20GMT	https://bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff?v=3.16.4	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons53cb.woff	(from https://bacsihoa.vn/)
09:07:54	775/775	---M-Z	200	added ('OK')	application/rss+xml	etag:%2283c49fc6895bb3f223a036cb7126f5e1%22	https://bacsihoa.vn/trang-chu%cc%89/feed/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/trang-chu%cc%89/feed/index.html	(from https://bacsihoa.vn/)
09:07:54	36015/36015	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2020%20Dec%202022%2013:04:28%20GMT	https://bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons.svg?v=3.16.4	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons53cb.svg	(from https://bacsihoa.vn/)
09:07:55	6641/6641	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Nov%202023%2000:33:08%20GMT	https://bacsihoa.vn/wp-content/themes/flatsome-child/style.css?ver=3.0	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/themes/flatsome-child/style6aec.css	(from https://bacsihoa.vn/)
09:07:56	89684/89684	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2019%20Sep%202022%2014:16:24%20GMT	https://bacsihoa.vn/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-includes/js/jquery/jquery.mina7a0.js	(from https://bacsihoa.vn/)
09:07:57	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2009:06:06%20GMT	https://bacsihoa.vn/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://bacsihoa.vn/)
09:07:59	54507/54507	---MCZ	200	added ('OK')	application/json	date:Mon,%2022%20Jan%202024%2002:07:57%20GMT	https://bacsihoa.vn/wp-json/wp/v2/pages/2	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-json/wp/v2/pages/2.json	(from https://bacsihoa.vn/)
09:07:59	243867/243867	---MCZ	200	added ('OK')	application/json	date:Mon,%2022%20Jan%202024%2002:07:58%20GMT	https://bacsihoa.vn/wp-json/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-json/index.html	(from https://bacsihoa.vn/)
09:07:59	781/781	---M-Z	200	added ('OK')	text/xml	date:Mon,%2022%20Jan%202024%2002:07:58%20GMT	https://bacsihoa.vn/xmlrpc.php?rsd	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/xmlrpc0db0.php	(from https://bacsihoa.vn/)
09:08:00	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2011%20Dec%202013%2019:49:10%20GMT	https://bacsihoa.vn/wp-includes/wlwmanifest.xml	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-includes/wlwmanifest.xml	(from https://bacsihoa.vn/)
09:08:01	2449/2449	---M-Z	200	added ('OK')	application/json	date:Mon,%2022%20Jan%202024%2002:08:00%20GMT	https://bacsihoa.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbacsihoa.vn%2F	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-json/oembed/1.0/embedd279.json	(from https://bacsihoa.vn/)
09:08:02	2551/2551	---M-Z	200	added ('OK')	text/xml	date:Mon,%2022%20Jan%202024%2002:08:01%20GMT	https://bacsihoa.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbacsihoa.vn%2F&format=xml	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-json/oembed/1.0/embedb806	(from https://bacsihoa.vn/)
09:08:03	1460/1460	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2008:49:33%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/cropped-avatar-bacsihoa1-32x32.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/cropped-avatar-bacsihoa1-32x32.jpg	(from https://bacsihoa.vn/)
09:08:04	5840/5840	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2008:49:33%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/cropped-avatar-bacsihoa1-192x192.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/cropped-avatar-bacsihoa1-192x192.jpg	(from https://bacsihoa.vn/)
09:08:05	5533/5533	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2008:49:33%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/cropped-avatar-bacsihoa1-180x180.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/cropped-avatar-bacsihoa1-180x180.jpg	(from https://bacsihoa.vn/)
09:08:06	9281/9281	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2008:49:33%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/cropped-avatar-bacsihoa1-270x270.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/cropped-avatar-bacsihoa1-270x270.jpg	(from https://bacsihoa.vn/)
09:08:07	63876/63876	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:01:34%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/logo-bacsihoa.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/logo-bacsihoa.jpg	(from https://bacsihoa.vn/)
09:08:08	117827/117827	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:44:59%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/banner.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/banner.jpg	(from https://bacsihoa.vn/)
09:08:09	64873/64873	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:08%20GMT	https://bacsihoa.vn/nhan-qua-tu-bac-si-hoa/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/nhan-qua-tu-bac-si-hoa/index.html	(from https://bacsihoa.vn/)
09:08:10	59806/59806	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:08%20GMT	https://bacsihoa.vn/gioi-thieu/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/gioi-thieu/index.html	(from https://bacsihoa.vn/)
09:08:10	95927/95927	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:09%20GMT	https://bacsihoa.vn/tin-tuc/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/tin-tuc/index.html	(from https://bacsihoa.vn/)
09:08:10	93865/93865	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:09%20GMT	https://bacsihoa.vn/blogs/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/blogs/index.html	(from https://bacsihoa.vn/)
09:08:10	57684/57684	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Jan%202024%2002:08:09%20GMT	https://bacsihoa.vn/www.tiktok.com/@bacsyhoa	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/www.tiktok.com/@bacsyhoa	(from https://bacsihoa.vn/)
09:08:11	57101/57101	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:10%20GMT	https://bacsihoa.vn/khao-sat-bmi/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/khao-sat-bmi/index.html	(from https://bacsihoa.vn/)
09:08:11	70981/70981	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:10%20GMT	https://bacsihoa.vn/tieu-hoa/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/tieu-hoa/index.html	(from https://bacsihoa.vn/)
09:08:12	81441/81441	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:10%20GMT	https://bacsihoa.vn/xuong-khop/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/xuong-khop/index.html	(from https://bacsihoa.vn/)
09:08:12	82137/82137	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:10%20GMT	https://bacsihoa.vn/noi-tiet-to-nu/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/noi-tiet-to-nu/index.html	(from https://bacsihoa.vn/)
09:08:13	170384/170384	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2011:48:38%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/03/BMI.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/03/BMI.jpg	(from https://bacsihoa.vn/)
09:08:13	52055/52055	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:12%20GMT	https://bacsihoa.vn/khao-sat-tim-mach/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/khao-sat-tim-mach/index.html	(from https://bacsihoa.vn/)
09:08:13	92082/92082	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:12%20GMT	https://bacsihoa.vn/test-nhanh-tram-cam/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/test-nhanh-tram-cam/index.html	(from https://bacsihoa.vn/)
09:08:13	60833/60833	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:12%20GMT	https://bacsihoa.vn/khao-sat-dai-thao-duong/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/khao-sat-dai-thao-duong/index.html	(from https://bacsihoa.vn/)
09:08:15	185979/185979	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2011:48:36%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/03/tim-mach.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/03/tim-mach.jpg	(from https://bacsihoa.vn/)
09:08:16	184259/184259	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Mar%202023%2011:48:39%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/03/dai-thao-duong.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/03/dai-thao-duong.jpg	(from https://bacsihoa.vn/)
09:08:16	61970/61970	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:14%20GMT	https://bacsihoa.vn/lien-he/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/lien-he/index.html	(from https://bacsihoa.vn/)
09:08:17	276663/276663	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Mar%202023%2004:02:04%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/03/tram-cam.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/03/tram-cam.jpg	(from https://bacsihoa.vn/)
09:08:18	195048/195048	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2008:47:38%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/avatar-bacsihoa1.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/avatar-bacsihoa1.jpg	(from https://bacsihoa.vn/)
09:08:19	232272/232272	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2008:47:39%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/avatar-bacsihoa2.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/avatar-bacsihoa2.jpg	(from https://bacsihoa.vn/)
09:08:20	297923/297923	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2008:47:40%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/avatar-bacsihoa3.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/avatar-bacsihoa3.jpg	(from https://bacsihoa.vn/)
09:08:20	116417/116417	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:38:58%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/cat-noi-tiet-to-nu.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/cat-noi-tiet-to-nu.jpg	(from https://bacsihoa.vn/)
09:08:21	85618/85618	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:40:31%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/cat-xuong-khop.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/cat-xuong-khop.jpg	(from https://bacsihoa.vn/)
09:08:22	68312/68312	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:42:29%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/cate-tieu-hoa.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/cate-tieu-hoa.jpg	(from https://bacsihoa.vn/)
09:08:23	61259/61259	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2007:22:48%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/bmi.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/bmi.jpg	(from https://bacsihoa.vn/)
09:08:24	64944/64944	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Feb%202023%2007:31:47%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/bg_cat.webp	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/bg_cat.webp	(from https://bacsihoa.vn/)
09:08:26	213839/213839	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:13:48%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/tap-the-duc-lieu-thuoc-phong-ngua-dai-thao-duong-hieu-qua.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/tap-the-duc-lieu-thuoc-phong-ngua-dai-thao-duong-hieu-qua.jpg	(from https://bacsihoa.vn/)
09:08:27	191103/191103	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:12:55%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/8-thuc-pham-bo-sung-estrogen-noi-tiet-to-cho-phu-nu-khong-nen-bo-qua.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/8-thuc-pham-bo-sung-estrogen-noi-tiet-to-cho-phu-nu-khong-nen-bo-qua.jpg	(from https://bacsihoa.vn/)
09:08:27	74528/74528	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:08:34%20GMT	https://bacsihoa.vn/wp-content/uploads/2022/12/di-tim-nguyen-nhan-cach-xu-ly-khi-bi-dau-cung-co.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2022/12/di-tim-nguyen-nhan-cach-xu-ly-khi-bi-dau-cung-co.jpg	(from https://bacsihoa.vn/)
09:08:28	86773/86773	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:25%20GMT	https://bacsihoa.vn/tap-the-duc-lieu-thuoc-phong-ngua-dai-thao-duong-hieu-qua/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/tap-the-duc-lieu-thuoc-phong-ngua-dai-thao-duong-hieu-qua/index.html	(from https://bacsihoa.vn/)
09:08:28	80295/80295	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:07:51%20GMT	https://bacsihoa.vn/wp-content/uploads/2022/12/cach-khac-phuc-dau-moi-co-gay-tai-nha.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2022/12/cach-khac-phuc-dau-moi-co-gay-tai-nha.jpg	(from https://bacsihoa.vn/)
09:08:28	90022/90022	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:26%20GMT	https://bacsihoa.vn/8-thuc-pham-bo-sung-estrogen-noi-tiet-to-cho-phu-nu-khong-nen-bo-qua/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/8-thuc-pham-bo-sung-estrogen-noi-tiet-to-cho-phu-nu-khong-nen-bo-qua/index.html	(from https://bacsihoa.vn/)
09:08:29	72613/72613	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:06:57%20GMT	https://bacsihoa.vn/wp-content/uploads/2022/12/bai-tap-danh-cho-benh-nhan-thoai-hoa-cot-song-lung.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2022/12/bai-tap-danh-cho-benh-nhan-thoai-hoa-cot-song-lung.jpg	(from https://bacsihoa.vn/)
09:08:30	89449/89449	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:27%20GMT	https://bacsihoa.vn/di-tim-nguyen-nhan-cach-xu-ly-khi-bi-dau-cung-co/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/di-tim-nguyen-nhan-cach-xu-ly-khi-bi-dau-cung-co/index.html	(from https://bacsihoa.vn/)
09:08:30	64237/64237	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:06:11%20GMT	https://bacsihoa.vn/wp-content/uploads/2022/12/moi-nguy-kinh-nguyet-khong-deu-mang-lai-it-ai-biet.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2022/12/moi-nguy-kinh-nguyet-khong-deu-mang-lai-it-ai-biet.jpg	(from https://bacsihoa.vn/)
09:08:31	85744/85744	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:28%20GMT	https://bacsihoa.vn/6-cach-khac-phuc-dau-moi-co-gay-tai-nha/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/6-cach-khac-phuc-dau-moi-co-gay-tai-nha/index.html	(from https://bacsihoa.vn/)
09:08:31	91108/91108	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Feb%202023%2004:56:08%20GMT	https://bacsihoa.vn/wp-content/uploads/2023/02/bg_footer.jpg	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2023/02/bg_footer.jpg	(from https://bacsihoa.vn/)
09:08:32	87938/87938	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:29%20GMT	https://bacsihoa.vn/7-bai-tap-danh-cho-benh-nhan-thoai-hoa-cot-song-lung/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/7-bai-tap-danh-cho-benh-nhan-thoai-hoa-cot-song-lung/index.html	(from https://bacsihoa.vn/)
09:08:32	7307/7307	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Dec%202022%2015:33:14%20GMT	https://bacsihoa.vn/wp-content/uploads/2022/12/icon-hotline.png	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2022/12/icon-hotline.png	(from https://bacsihoa.vn/)
09:08:33	10877/10877	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Dec%202022%2015:33:18%20GMT	https://bacsihoa.vn/wp-content/uploads/2022/12/icon-zalo.png	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2022/12/icon-zalo.png	(from https://bacsihoa.vn/)
09:08:34	86433/86433	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Jan%202024%2002:08:31%20GMT	https://bacsihoa.vn/moi-nguy-kinh-nguyet-khong-deu-mang-lai-it-ai-biet/	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/moi-nguy-kinh-nguyet-khong-deu-mang-lai-it-ai-biet/index.html	(from https://bacsihoa.vn/)
09:08:34	10295/10295	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Dec%202022%2015:33:18%20GMT	https://bacsihoa.vn/wp-content/uploads/2022/12/icon-messen.png	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/uploads/2022/12/icon-messen.png	(from https://bacsihoa.vn/)
09:08:35	10565/10565	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Feb%202023%2004:46:27%20GMT	https://bacsihoa.vn/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.7.3	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/plugins/contact-form-7/includes/swv/js/index76f3.js	(from https://bacsihoa.vn/)
09:08:36	12761/12761	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Feb%202023%2004:46:27%20GMT	https://bacsihoa.vn/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.7.3	/Users/vuongkma/Downloads/bacsihue/bacsihoa.vn/wp-content/plugins/contact-form-7/includes/js/index76f3.js	(from https://bacsihoa.vn/)
